"","Participant.ID","ï..Start.Date","End.Date","Time.Scheduled","Duration..in.seconds.","Finished","Location...Lat","Location...Long","Survey","Question.1","Question.2","Question.3","Question.4","Question.5","Question.6","Question.7","Question.8","Question.9","Question.10.1","Question.10.2","Question.10.3","Question.10.4","Question.10.5","Question.11","Question.12","Question.13","Question.14","Question.15","Question.16","Question.17","Question.18","Question.19","Question.20","Question.21","Question.22","Question.23.1","Question.23.2","Question.23.3","Question.23.4","Question.23.5","Question.23.6","Question.23.7","Question.24.1","Question.24.2","Question.24.3","Question.24.4","Question.24.5","Question.24.6","Question.24.7","Question.25.1","Question.25.2","Question.25.3","Question.25.4","Question.25.5","Question.25.6","Question.25.7","Question.25.8","Question.25.9","Question.26.1","Question.26.2","Question.26.3","Question.26.4","Question.26.5","Question.26.6","Question.26.7","Question.26.8","Question.26.9","Question.27","StructureForSolitudeIndividual","Surveys.completed"
"11",48509,"12/16/2020 3:17PM","12/16/2020 3:19PM","12/16/2020 3:14PM - 12/16/2020 3:44PM",74.437,"Yes",NA,NA,"Participant 5",1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,2,"2",1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2.8,27
"12",48509,"12/19/2020 6:30PM","12/19/2020 6:31PM","12/19/2020 6:22PM - 12/19/2020 6:52PM",33.552,"Yes",NA,NA,"Participant 5",1,1,2,NA,"3",3,1,"1",3,0,0,0,0,1,"3","3",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.8,27
"13",48509,"12/19/2020 9:01PM","12/19/2020 9:02PM","12/19/2020 8:49PM - 12/19/2020 9:19PM",37.489,"Yes",NA,NA,"Participant 5",1,1,2,NA,"2",1,3,"1",1,0,0,0,0,1,"3","1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.8,27
"14",48509,"12/20/2020 2:25PM","12/20/2020 2:26PM","12/20/2020 2:14PM - 12/20/2020 2:44PM",41.772,"Yes",NA,NA,"Participant 5",1,1,2,NA,"2",1,3,"1",1,0,0,0,0,1,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,2,"2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2.8,27
"15",48509,"12/20/2020 7:10PM","12/20/2020 7:11PM","12/20/2020 7:07PM - 12/20/2020 7:37PM",47.484,"Yes",NA,NA,"Participant 5",1,1,2,NA,"2",1,1,"1",3,0,0,0,0,1,"3","1",NA,NA,NA,NA,NA,NA,NA,NA,1,"2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.8,27
"16",48509,"12/20/2020 9:11PM","12/20/2020 9:11PM","12/20/2020 8:50PM - 12/20/2020 9:20PM",51.967,"Yes",NA,NA,"Participant 5",1,1,2,NA,"2",2,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"2",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.8,27
"17",48509,"12/21/2020 12:23PM","12/21/2020 12:23PM","12/21/2020 12:06PM - 12/21/2020 12:36PM",35.583,"Yes",NA,NA,"Participant 5",1,1,2,NA,"3",1,3,"1",3,0,0,0,0,1,"3","3",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.8,27
"18",48509,"12/21/2020 3:43PM","12/21/2020 3:44PM","12/21/2020 3:22PM - 12/21/2020 3:52PM",38.467,"Yes",NA,NA,"Participant 5",1,1,2,NA,"2",3,3,"1",3,0,0,0,0,1,"3","3",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.8,27
"19",48509,"12/21/2020 5:56PM","12/21/2020 5:57PM","12/21/2020 5:45PM - 12/21/2020 6:15PM",39.477,"Yes",NA,NA,"Participant 5",1,1,2,NA,"3",1,1,"1",3,0,0,0,0,1,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.8,27
"20",48509,"12/18/2020 4:01PM","12/18/2020 4:02PM","12/18/2020 3:50PM - 12/18/2020 4:20PM",49.866,"Yes",NA,NA,"Participant 5",1,1,2,NA,"2",1,1,"1",1,0,0,0,0,1,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.8,27
"21",48509,"12/15/2020 4:34PM","12/15/2020 4:35PM","12/15/2020 4:27PM - 12/15/2020 4:57PM",82.819,"Yes",0,0,"Participant 5",1,1,2,NA,"2",2,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"2",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.8,27
"22",48509,"12/18/2020 6:28PM","12/18/2020 6:29PM","12/18/2020 6:19PM - 12/18/2020 6:49PM",48.055,"Yes",NA,NA,"Participant 5",1,1,2,NA,"2",1,3,"3",1,0,0,0,0,1,"3","3",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.8,27
"23",48509,"12/18/2020 9:14PM","12/18/2020 9:14PM","12/18/2020 9:09PM - 12/18/2020 9:39PM",43.784,"Yes",NA,NA,"Participant 5",1,1,2,NA,"2",3,3,"3",3,0,0,0,0,1,"3","3",NA,NA,NA,NA,NA,NA,NA,NA,2,"1",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.8,27
"24",48509,"12/19/2020 11:25AM","12/19/2020 11:25AM","12/19/2020 11:00AM - 12/19/2020 11:30AM",45.323,"Yes",NA,NA,"Participant 5",1,1,2,NA,"2",3,1,"1",1,0,0,0,0,1,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"2",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.8,27
"25",48509,"12/19/2020 4:23PM","12/19/2020 4:24PM","12/19/2020 4:22PM - 12/19/2020 4:52PM",49.634,"Yes",NA,NA,"Participant 5",1,1,2,NA,"3",3,3,"3",3,0,0,0,0,1,"3","3",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.8,27
"26",48509,"12/17/2020 9:53PM","12/17/2020 9:54PM","12/17/2020 9:44PM - 12/17/2020 10:14PM",61.22,"Yes",NA,NA,"Participant 5",1,1,2,NA,"3",3,3,"3",1,0,0,0,0,1,"3","1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.8,27
"27",48509,"12/18/2020 12:37PM","12/18/2020 12:38PM","12/18/2020 12:24PM - 12/18/2020 12:54PM",42.952,"Yes",NA,NA,"Participant 5",1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,3,3,3,1,"1",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.8,27
"28",68773,"12/17/2020 09:52AM","12/17/2020 09:53AM","12/17/2020 09:52AM - 12/17/2020 10:22AM",80.33,"Yes",0,0,"Participant 8",1,1,2,NA,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4.4,35
"29",68773,"12/17/2020 11:51AM","12/17/2020 11:53AM","12/17/2020 11:51AM - 12/17/2020 12:21PM",114.295,"Yes",0,0,"Participant 8",2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,2,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4.4,35
"30",68773,"12/17/2020 9:22PM","12/17/2020 9:23PM","12/17/2020 9:22PM - 12/17/2020 9:52PM",84.323,"Yes",0,0,"Participant 8",1,1,2,NA,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"1",1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,4.4,35
"31",68773,"12/18/2020 10:02AM","12/18/2020 10:03AM","12/18/2020 10:02AM - 12/18/2020 10:32AM",84.087,"Yes",0,0,"Participant 8",1,1,2,NA,"2",2,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4.4,35
"32",68773,"12/17/2020 3:58PM","12/17/2020 3:59PM","12/17/2020 3:58PM - 12/17/2020 4:28PM",75.04,"Yes",0,0,"Participant 8",2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,2,"1",1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4.4,35
"33",68773,"12/17/2020 7:28PM","12/17/2020 7:29PM","12/17/2020 7:23PM - 12/17/2020 7:53PM",96.852,"Yes",0,0,"Participant 8",1,1,2,NA,"2",2,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"1",1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,4.4,35
"34",68773,"12/16/2020 09:15AM","12/16/2020 09:18AM","12/16/2020 09:15AM - 12/16/2020 09:45AM",177.477,"Yes",0,0,"Participant 8",1,1,2,NA,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,4.4,35
"35",68773,"12/22/2020 9:14PM","12/22/2020 9:15PM","12/22/2020 9:14PM - 12/22/2020 9:44PM",74.627,"Yes",0,0,"Participant 8",1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,2,"1",1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4.4,35
"36",68773,"12/16/2020 2:30PM","12/16/2020 2:31PM","12/16/2020 2:30PM - 12/16/2020 3:00PM",93.398,"Yes",0,0,"Participant 8",1,1,2,NA,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,4.4,35
"37",68773,"12/16/2020 6:00PM","12/16/2020 6:01PM","12/16/2020 6:00PM - 12/16/2020 6:30PM",70.577,"Yes",0,0,"Participant 8",1,1,2,NA,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,4.4,35
"38",68773,"12/16/2020 8:37PM","12/16/2020 8:40PM","12/16/2020 8:20PM - 12/16/2020 8:50PM",177.07,"Yes",0,0,"Participant 8",1,1,1,1,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"1",1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4.4,35
"39",68773,"12/19/2020 6:33PM","12/19/2020 6:33PM","12/19/2020 6:33PM - 12/19/2020 7:03PM",52.522,"Yes",0,0,"Participant 8",1,1,2,NA,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4.4,35
"40",68773,"12/19/2020 8:02PM","12/19/2020 8:03PM","12/19/2020 8:02PM - 12/19/2020 8:32PM",58.724,"Yes",0,0,"Participant 8",1,1,2,NA,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4.4,35
"41",68773,"12/20/2020 10:24AM","12/20/2020 10:25AM","12/20/2020 10:24AM - 12/20/2020 10:54AM",63.54,"Yes",0,0,"Participant 8",1,1,2,NA,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,4.4,35
"42",68773,"12/20/2020 12:57PM","12/20/2020 12:58PM","12/20/2020 12:37PM - 12/20/2020 1:07PM",58.831,"Yes",0,0,"Participant 8",1,1,2,NA,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,4.4,35
"43",68773,"12/20/2020 4:07PM","12/20/2020 4:08PM","12/20/2020 3:59PM - 12/20/2020 4:29PM",76.037,"Yes",0,0,"Participant 8",1,1,2,NA,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,4.4,35
"44",68773,"12/20/2020 6:16PM","12/20/2020 6:17PM","12/20/2020 6:16PM - 12/20/2020 6:46PM",55.575,"Yes",0,0,"Participant 8",1,1,2,NA,"2",2,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4.4,35
"45",68773,"12/18/2020 12:56PM","12/18/2020 12:57PM","12/18/2020 12:56PM - 12/18/2020 1:26PM",77.032,"Yes",0,0,"Participant 8",1,1,2,NA,"2",2,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4.4,35
"46",68773,"12/18/2020 2:57PM","12/18/2020 2:58PM","12/18/2020 2:42PM - 12/18/2020 3:12PM",53.999,"Yes",0,0,"Participant 8",1,1,2,NA,"2",2,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4.4,35
"47",68773,"12/18/2020 7:17PM","12/18/2020 7:18PM","12/18/2020 7:17PM - 12/18/2020 7:47PM",90.643,"Yes",0,0,"Participant 8",1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,2,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4.4,35
"48",68773,"12/18/2020 8:45PM","12/18/2020 8:46PM","12/18/2020 8:25PM - 12/18/2020 8:55PM",65.953,"Yes",0,0,"Participant 8",1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4.4,35
"49",68773,"12/19/2020 09:59AM","12/19/2020 10:00AM","12/19/2020 09:59AM - 12/19/2020 10:29AM",60.307,"Yes",0,0,"Participant 8",1,1,2,NA,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4.4,35
"50",68773,"12/19/2020 12:32PM","12/19/2020 12:33PM","12/19/2020 12:32PM - 12/19/2020 1:02PM",60.048,"Yes",0,0,"Participant 8",1,1,2,NA,"2",2,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4.4,35
"51",68773,"12/16/2020 12:46PM","12/16/2020 12:48PM","12/16/2020 12:46PM - 12/16/2020 1:16PM",122.63,"Yes",0,0,"Participant 8",1,1,2,NA,"2",2,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,4.4,35
"52",68773,"12/22/2020 12:10PM","12/22/2020 12:11PM","12/22/2020 12:10PM - 12/22/2020 12:40PM",46.981,"Yes",0,0,"Participant 8",1,1,2,NA,"2",2,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4.4,35
"53",68773,"12/22/2020 4:07PM","12/22/2020 4:08PM","12/22/2020 4:07PM - 12/22/2020 4:37PM",60.142,"Yes",0,0,"Participant 8",1,1,2,NA,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4.4,35
"54",68773,"12/22/2020 6:23PM","12/22/2020 6:25PM","12/22/2020 6:23PM - 12/22/2020 6:53PM",82.034,"Yes",0,0,"Participant 8",1,1,2,NA,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4.4,35
"55",68773,"12/19/2020 3:37PM","12/19/2020 3:38PM","12/19/2020 3:37PM - 12/19/2020 4:07PM",49.403,"Yes",0,0,"Participant 8",1,1,2,NA,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4.4,35
"56",68773,"12/20/2020 9:48PM","12/20/2020 9:49PM","12/20/2020 9:48PM - 12/20/2020 10:18PM",55.177,"Yes",0,0,"Participant 8",1,1,2,NA,"2",2,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,4.4,35
"57",68773,"12/21/2020 09:49AM","12/21/2020 09:51AM","12/21/2020 09:49AM - 12/21/2020 10:19AM",142.527,"Yes",0,0,"Participant 8",2,1,1,1,"1",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4.4,35
"58",68773,"12/21/2020 12:12PM","12/21/2020 12:12PM","12/21/2020 12:11PM - 12/21/2020 12:41PM",43.826,"Yes",0,0,"Participant 8",1,1,2,NA,"2",2,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4.4,35
"59",68773,"12/21/2020 2:38PM","12/21/2020 2:39PM","12/21/2020 2:38PM - 12/21/2020 3:08PM",83.829,"Yes",0,0,"Participant 8",2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,2,"1",1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4.4,35
"60",68773,"12/21/2020 5:58PM","12/21/2020 6:00PM","12/21/2020 5:58PM - 12/21/2020 6:28PM",114.526,"Yes",0,0,"Participant 8",1,1,2,NA,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"1",1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4.4,35
